,success_rate,makespan,time_cost,waiting_time,travel_dist,efficiency,priority
0,1.0,17.06471717526354,5.860895355760367,1.4075618340214937,23.7300131861482,2.279166666666667,617.068062827224
1,1.0,21.6873934814449,10.382504882124087,4.596733901123813,23.020119890036867,2.033333333333333,660.0403587443952
2,1.0,19.353994644854637,7.070066727131588,1.8543137820664768,27.822856255905773,2.2791666666666663,396.0543478260867
3,1.0,15.891770478764021,5.824034360265598,1.325837648805705,19.758476170581453,2.8958333333333335,486.2912087912091
4,1.0,18.7735357867508,6.659076725181194,0.9148128540848077,22.702611413117513,2.5708333333333337,887.6391752577313
5,1.0,20.57576785110839,6.820395253450778,2.111248472018664,22.225047973085985,2.2125,463.7538940809962
6,1.0,21.77545458534924,7.2644927977157305,3.379210387075233,24.473773037032757,2.3000000000000003,313.8551181102364
7,1.0,24.128606588550383,9.042643120605948,2.354470738857709,28.435132230676736,2.5566666666666666,977.975988700564
8,1.0,24.693829574579645,11.239229392782319,7.646915823176086,19.18816634341149,2.4750000000000005,562.874809160306
9,1.0,20.42262817970499,6.765750388425575,1.5126563985496186,24.31448457978366,1.92,475.8728139904616
10,1.0,18.65198857683422,5.889653209641464,1.829328352706742,19.481034052271916,2.154166666666667,344.96498054474677
11,1.0,16.469758535221274,4.969542728282306,1.2591041424371654,22.204761840724274,1.9600000000000002,750.1301369863013
12,1.0,19.890843703367832,6.386296484318309,1.9553990173026277,26.930339171546766,2.35,873.290640394089
13,1.0,15.842914317953035,5.864848993402573,1.2390999985485507,20.064266443754516,2.1791666666666667,488.6869409660106
14,1.0,19.378408527317376,6.600867950454355,1.7137565321374368,27.75201365934301,2.0333333333333337,227.65089722675364
15,1.0,20.365330983953854,7.18408686290997,1.421589134525616,21.832239367712685,1.9958333333333331,604.6025236593063
16,1.0,20.764625177438653,6.582655198076402,1.9525309316223447,22.620333098405236,1.9700000000000002,99.56321839080488
17,1.0,24.39173987217528,9.150875389393425,3.9548179871201055,22.17288961854849,2.4116666666666666,363.24514200299
18,1.0,16.251079473648968,4.26792734354388,1.0592414439628248,20.795088427987366,2.2733333333333334,425.66310160427804
19,1.0,22.27566316057728,8.016543490951758,2.898542086933792,24.718972060004624,1.9458333333333335,558.9093750000011
20,1.0,22.629756591088665,9.088168314098116,2.917294017524595,27.230597080672986,2.1875,260.5015105740175
21,1.0,17.4235839618981,6.173286717469875,1.2115966290194717,19.390115507611227,2.5,406.9045045045044
22,1.0,21.645378071606448,7.897360208482583,4.215959724082388,26.572800790963594,1.5791666666666664,630.5791090629812
23,1.0,21.463283091531686,8.996029806670622,2.1924825340776635,24.39506746907916,1.7916666666666665,550.8932330827068
24,1.0,21.363405115383035,6.778188020854228,2.082845162885478,22.794634164112466,2.2875,785.649425287357
25,1.0,27.678918673038012,9.347870418292725,4.434497630842779,24.12623576120607,2.0250000000000004,769.030487804878
26,1.0,21.641115474827103,7.941208038035777,1.6387914701760615,25.636853485588663,2.104166666666667,284.55844155844136
27,1.0,18.299336926620466,6.9179418241157835,2.3346917985598266,22.52134441339478,2.0791666666666666,-79.0187393526406
28,1.0,18.78509634303494,7.103037522901185,1.468860219552648,21.630518873315342,2.183333333333333,-4.995073891625657
29,1.0,22.595887959473043,7.4282313626041585,4.043002527970548,24.660010120207357,2.0116666666666667,791.1730474732012
30,1.0,23.992679873671218,10.491846704964287,3.5027702243173677,27.27444515300271,1.3499999999999999,894.5282738095221
31,1.0,21.65718575692943,7.527256174032752,1.9158810032092999,25.856533400492552,1.9291666666666665,743.979750778816
32,1.0,18.84285456160216,5.613637087729538,1.7971204766616333,20.01255886875311,2.444166666666667,48.67883211678838
33,1.0,19.484513083438046,6.738399740250527,1.9677476810797008,21.731318608295112,2.0016666666666665,458.17142857142875
34,1.0,29.62166431117251,14.020000866872433,10.054008156655897,18.9827350522175,2.5875,67.17080291970808
35,1.0,20.894405550033916,8.601943238682562,3.2609168377779043,22.932184238030437,2.1791666666666663,211.21947194719476
36,1.0,19.89958960622104,8.047667748985123,2.499116530403975,24.253502391140206,1.9466666666666665,897.662058371735
37,1.0,20.51432298728711,6.077822558684029,3.019872175401043,20.073367288443272,2.5183333333333335,612.6786248131547
38,1.0,24.748051116143507,9.888217885370711,3.7393926628829623,34.422976583913176,1.9291666666666667,463.0273224043716
39,1.0,20.855574601966055,8.133245262806701,2.332016768376124,25.968847871753347,2.0008333333333335,1093.9125188536946
40,1.0,22.018991103873486,7.935290317725325,3.0228229323276423,20.610151856623652,2.0791666666666666,729.5039745627976
41,1.0,16.702183792871903,5.92961415815577,1.2631389937167437,21.77658993931321,2.3666666666666667,350.414839797639
42,1.0,15.53174701085652,5.208178054466756,1.6683572346647135,18.884608255297923,2.2666666666666666,400.33015873015836
43,1.0,19.269690301113712,6.045129334217468,2.565470947400721,19.37035764950021,1.9958333333333336,721.5384615384617
44,1.0,21.195290623336074,6.481909372844088,1.892401145137842,21.67639698952138,1.4741666666666666,590.34890965732
45,1.0,23.774404306324506,8.88354665049434,5.812828679710994,22.419121603911133,2.816666666666667,330.67655367231606
46,1.0,20.305797936365796,7.4143096215889654,2.9122581627833353,23.78275071506205,2.6083333333333334,755.0773026315792
47,1.0,19.749648685523127,7.408226170476064,2.3421586839740036,22.749239977425912,1.7325,307.38427299703284
48,1.0,28.139146678923993,11.47510198968183,8.564967150947181,23.442373058422227,2.1258333333333335,-37.560053981106535
49,1.0,21.17932873836388,7.54959802229981,3.1450039802129583,25.327113505635026,2.1550000000000002,863.9954476479514
