,success_rate,makespan,time_cost,waiting_time,travel_dist,efficiency,priority
0,1.0,20.509592671657273,5.617555977304289,1.4664697277922534,26.974709635070337,2.183333333333333,22.950000000000003
1,1.0,25.105544129803263,9.244584453341425,2.5773621861530747,27.97029228258877,2.1125,23.55
2,1.0,18.953977249214798,6.988835498553797,1.016232277716075,25.847035797715115,2.2458333333333336,11.35
3,1.0,20.310330376300058,6.7324872303604835,1.6869292710819699,23.44487079655711,2.9375,17.550000000000004
4,1.0,20.114457980992743,7.323951428043384,1.8054352716955906,24.573579429838297,2.8499999999999996,26.850000000000005
5,1.0,28.286381126959846,9.024142535790928,3.789180753287925,28.008766892187438,2.4166666666666665,13.75
6,1.0,22.889462522270975,7.974669225618355,2.4184771543133916,24.922009954820425,2.3916666666666666,12.049999999999999
7,1.0,26.971926950651863,10.479991745293294,5.018554889156167,25.590351764127053,2.3575,29.25
8,1.0,27.132283884228354,12.06858473573418,7.043645478329247,21.127924974545923,2.4833333333333334,17.9
9,1.0,23.39144515941513,8.40072151532097,1.7554531684922507,27.1903218026182,2.1425,14.749999999999996
10,1.0,19.914183523364624,5.917765313283576,1.8850486852229085,21.146969916491553,2.004166666666667,9.599999999999996
11,1.0,20.10520295362857,7.171483900524551,2.422679200678638,27.543428587623243,2.0774999999999997,26.05
12,1.0,20.738019784713995,6.568476667633196,2.242614080673958,25.78871256019161,2.6333333333333333,29.399999999999995
13,1.0,16.94840949222648,6.1565988104741,2.070457365697042,19.321011272003144,2.2275,11.05
14,1.0,20.289279469551246,7.466371571427646,2.299189852080896,28.553131347946263,2.274166666666667,8.6
15,1.0,21.466678088602276,8.299282058033153,2.2840011613530726,23.48504877934567,2.0083333333333337,21.25
16,1.0,23.382556764901857,7.886519455477767,2.103670719870784,25.114757178712704,2.188333333333333,3.4
17,1.0,26.69709094257038,9.468417225251608,5.933362180134898,22.63471040432943,2.3425000000000002,8.099999999999996
18,1.0,18.462134174643637,5.161500738595404,1.4911494080819565,24.287159877472284,2.4741666666666666,19.149999999999995
19,1.0,26.610764008110195,9.372030478120026,2.5108050872711316,26.838946782893498,2.2333333333333334,15.0
20,1.0,25.89366784931544,9.565014021080724,4.732806500794554,26.39269204584957,2.1574999999999998,6.25
21,1.0,22.319753964336833,8.182778823535992,2.7519419071540057,25.376813961826457,2.7458333333333336,11.200000000000001
22,1.0,23.30111037872191,7.759422212556595,4.2003423052654485,26.347609152850232,1.625,19.95
23,1.0,27.63474146348974,10.03692283944839,2.3096914947120206,28.649627998643425,1.9,11.3
24,1.0,26.437450315914642,8.893737837899279,3.658562358945244,24.77622322608991,2.2575,24.7
25,1.0,30.334823684357012,10.585766843113669,6.854782142053067,28.337395931605244,2.1875000000000004,22.0
26,1.0,22.614247130794112,8.046311702361283,1.4899214168807862,21.266487939249675,2.208333333333333,8.500000000000004
27,1.0,20.090916054623005,7.360063384927868,1.477979063767594,22.472948770345,2.1083333333333334,-2.3999999999999995
28,1.0,19.199653156737885,7.603917653484345,1.7053810662290403,22.7904852072579,2.3150000000000004,-3.2500000000000004
29,1.0,23.4614499820762,9.07964201650834,2.8812093942630956,26.194584289494767,2.0791666666666666,24.25
30,1.0,23.422364335537672,9.284935993867382,3.5392491284374494,26.442461400807712,1.3416666666666666,21.450000000000006
31,1.0,23.64697960935102,8.516513101626463,2.7766071851550307,26.067778816313243,1.9875,22.649999999999995
32,1.0,17.528735453000202,5.248905662447385,1.904049065546477,21.153011726035086,2.3183333333333334,3.6499999999999986
33,1.0,21.677567857944283,7.91495267278829,2.9124987079839513,22.73964073104972,2.066666666666667,12.100000000000001
34,1.0,34.24990789751015,13.450560836480017,10.532593544162673,26.294334646881456,2.466666666666667,9.15
35,1.0,25.631396193993645,10.475337901156417,6.7217500465909685,23.353009980509785,2.5791666666666666,6.8500000000000005
36,1.0,20.119021951766527,7.8396486726857955,1.9598983883218537,25.721350451783746,2.1325000000000003,23.85
37,1.0,24.188640595447065,8.750789710982168,5.3996713737902695,23.469762818335948,2.6225,21.649999999999995
38,1.0,25.158162491798343,9.579924983711411,3.739711333814275,31.17149267185401,1.8875,10.0
39,1.0,21.891411804351495,8.903500764344129,2.392234021543219,27.00645350060442,1.8233333333333335,28.15
40,1.0,25.00266588589708,9.037496208897334,3.5247491985214525,26.54706583217032,1.9583333333333335,22.500000000000004
41,1.0,23.72541078513871,8.277115521252899,3.1772860447961806,24.645127077223677,2.675,6.9499999999999975
42,1.0,17.387975423781015,4.779999700902836,1.4214522775745586,19.223679419207308,2.1958333333333337,10.700000000000005
43,1.0,22.844142398569534,7.1918706654936555,3.0594842114977223,23.980799168572474,2.111666666666667,18.750000000000004
44,1.0,21.6344447514081,7.5230706458139425,2.0861944499350984,24.11859683938325,1.7366666666666668,20.299999999999994
45,1.0,26.925637458540066,8.501225588513687,5.005394142718162,26.715622952641457,2.816666666666667,12.400000000000002
46,1.0,25.148178170218884,8.76163065777172,3.995770837771525,27.999125391285794,2.7666666666666666,22.7
47,1.0,22.39949412397753,8.953103952843938,4.462287251859577,22.600603245179087,1.7491666666666668,4.2
48,1.0,37.324642362669884,12.43902764640951,10.049442878237565,25.624258525174866,2.0741666666666663,-3.3499999999999996
49,1.0,24.69144464080876,8.993720571223054,4.153712460135439,27.648610280194333,2.2666666666666666,28.949999999999996
